event,page_count
Speise Karte Menu Card,2
,1
Lunch,4
,2
,6
Norddeutscher Lloyd Bremen & Dinner,8
Breakfast,2
Breakfast,2
Dinner,2
Lunch ˆ La Carte,1
Breakfast ˆ La Carte,2
Lunch,2
Lunch,4
Lunch A La Carte Held By Nordeutscher Lloyd Bremen At On Board Ss 'Kaiser Wilhelm Der Grosse',1
,2
Breakfast,2
Lunch ˆ La Carte,1
Breakfast,2
Speise Karte Menu Card,2
Breakfast,8
Breakfast,2
,4
Lunch A La Carte,1
DINNER,7
DINNER,2
,2
,3
,3
,5
,2
,4
,5
,2
,3
,3
,1
,3
,3
,3
,3
,2
,3
,4
,3
,3
,4
,8
,5
,3
,5
,4
,4
,4
,4
,4
,3
,4
,4
,4
,4
,4
,3
,1
,7
,2
,1
,4
,6
,4
,2
,3
,3
,3
,3
,1
,10
,4
,14
,3
,1
,3
,3
,1
,3
,4
,1
,3
,3
,1
,3
,1
,2
,5
,4
,3
,4
,5
,9
,4
,5
,4
,3
,3
,4
,3
,4
,4
,4
,4
,3
,3
,4
,1
,2
,4
,4
,5
,1
,5
,4
,4
,4
,4
,3
,3
,3
,8
,1
,10
,4
,7
,3
,5
,4
,2
,3
,6
,6
,3
,2
,5
,2
,4
,4
,4
,4
,4
,4
,5
,8
,5
,1
,6
,5
,3
,1
,10
,5
,11
,2
,6
,4
,4
,3
,3
,3
,3
,3
,3
,3
,4
,3
,4
,3
,4
,3
,4
,4
,3
,3
,4
,4
,4
,4
,4
,2
,6
,3
,3
,3
,6
,1
,8
,7
,6
,5
,5
,6
,8
,5
,4
,13
,5
,6
,11
,1
,1
,6
,1
,4
,3
,3
,3
,3
,3
,3
,4
,3
,3
,3
,3
,3
,3
,4
,4
,2
,5
,11
,1
,1
,1
,4
,4
,8
,4
,1
,4
,4
,4
,4
,4
,4
,4
,4
,4
,1
,2
,1
,2
,4
,6
,3
,3
,3
,3
,3
,4
,2
,2
,2
,2
,12
,1
,10
,4
,3
,3
,2
,1
,1
,1
,1
,1
,12
,13
The Canterbury Luncheon Club,5
,3
,4
,2
,5
,4
,4
,1
,10
,6
,4
,2
,3
,6
,5
,7
,2
,3
,5
,2
,5
,4
,8
,6
,4
,1
,7
,5
,15
,4
,3
,5
,24
,5
,3
,1
,3
,1
,1
,2
,5
,4
,9
,4
,5
,4
,1
,1
,3
,3
,1
,2
,4
,1
,3
,4
,4
,1
,3
,1
,8
,6
,3
,1
,5
,1
,5
,4
,4
,2
,4
,3
,4
,4
,1
,3
,2
,7
,2
,2
,3
,2
,2
,2
,3
,4
,3
,1
,5
,11
,2
,3
,5
,3
,4
,4
,10
,8
,4
,2
,6
,3
,4
,3
,5
,5
,1
,5
,4
,2
,4
,1
,1
,3
,3
,2
,2
,2
,5
,1
,4
,6
,5
,3
,4
,4
,10
,4
,4
,4
,4
,4
,4
,4
,4
,5
,6
,2
,6
,2
,1
,3
,5
,2
,3
,2
,2
,2
,1
,2
,3
,2
,2
,3
,2
,5
,7
,2
,2
,3
,1
,3
,1
,5
,3
,3
,3
,5
,2
,7
,2
,3
,3
,5
,3
,4
,4
,7
,4
,4
,2
,9
,5
,7
,2
,2
,4
,1
,4
,1
,3
,4
,1
,4
,2
,4
,3
,7
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,1
,1
,2
,3
,6
,4
,2
,4
,4
,2
,3
,5
,3
,4
,8
,3
,6
,7
,5
,9
,3
,4
,4
,5
,1
,1
,4
,1
,1
,4
,4
,4
,4
,3
,2
,4
,2
,4
,4
,4
,6
,4
,3
,1
,4
,1
,5
,2
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,2
,12
,2
,3
,4
,6
,3
,4
,3
,4
,2
,10
,5
,5
,4
,4
,4
,4
,4
,8
,4
,1
,1
,1
,1
,4
,2
,6
,3
,4
,4
,2
,3
,2
,3
,4
,3
,7
,2
,3
,1
,3
,3
,2
,3
,2
,5
,3
,2
,2
,2
,2
,2
,2
,2
,4
,2
,3
,4
,1
,3
,4
,3
,3
,3
,3
,2
,3
,3
,3
,3
,4
,8
,3
,4
,5
,4
,13
,3
,4
,3
,1
,3
,3
,3
,3
,3
,3
,3
,7
,2
,1
,20
,7
,4
,5
,5
,7
,6
,2
,10
,5
,4
,4
,4
,4
,4
,4
,5
,1
,1
,3
,4
,4
,5
,4
,2
,3
,1
,4
,3
,2
,3
,5
,4
,4
,1
,3
,4
,4
,3
,3
,3
,3
,2
,4
,5
,2
,2
,3
,1
,2
,3
,7
,4
,2
,1
,1
,3
,3
,3
,3
,3
,3
,2
,2
,5
,1
,5
,12
,5
,4
,1
,5
,4
,4
,4
,1
,1
,1
,1
,1
,1
,1
,1
,2
,4
,5
,1
,1
,2
,7
,3
,8
,3
,18
,4
,2
,3
,2
,1
,1
,3
,2
,3
,3
,3
,2
,1
,4
,6
,5
,3
,3
,3
,3
,3
,3
,3
,3
,5
,2
,2
,2
,3
,3
,3
,3
,2
,3
,2
,7
,1
,2
,4
,5
,4
,1
,1
,1
,3
,4
,3
,1
,3
,4
,5
,4
,2
,2
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,4
,3
,3
,3
,5
,3
,3
,2
,3
,2
,3
,3
,3
,4
,6
,6
,6
,4
,4
,1
,3
,9
,10
,5
,12
,9
,5
,6
,3
,5
,2
,3
,3
,11
,5
,2
,4
,4
,4
,4
,3
,3
,3
,2
,3
,3
,3
,3
,2
,4
,4
,3
,3
,3
,1
,3
,1
,6
,3
,5
,13
,3
,4
,3
,2
,4
,2
,4
,30
,2
,2
,3
,2
,4
,3
,3
,5
,2
,3
,1
,3
,3
,2
,6
,5
,2
,5
,2
,4
,4
,12
,1
,3
,1
,1
,3
,1
,4
,8
,3
,3
,5
,4
,4
,3
,6
,4
,6
,3
,3
,2
,2
,2
,3
,2
,2
,2
,3
,3
,5
,5
,3
,1
,3
,4
,3
,9
,12
,3
,3
,3
,3
,3
,3
,3
,3
,5
,6
,1
,6
,2
,3
,6
,6
,7
,2
,2
,1
,2
,3
,6
,3
,3
,4
,8
,4
,2
,1
,5
,5
,4
,4
,1
,1
,1
,4
,1
,6
,2
,9
,6
,1
,5
,4
,1
,3
,2
,11
,5
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,7
,2
,2
,4
,3
,4
,1
,4
,14
,6
,1
,1
,1
,4
,1
,1
,3
,3
,3
,3
,2
,4
,2
,1
,3
,3
,3
,5
,5
,4
,3
,3
,3
,4
,5
,3
,4
,4
,2
,2
,5
,3
,4
,4
,3
,2
,8
,2
,3
,3
,2
,3
,3
,1
,4
,4
,3
,1
,5
,4
,2
,2
,1
,4
,4
,1
,1
,1
,1
,1
,1
,3
,2
,1
,9
,3
,2
,1
,2
,1
,2
,3
,4
,2
,3
,1
,5
,1
,4
,3
,3
,4
,3
,6
,2
,11
,3
,4
,3
Souper Salads,2
,3
,4
,2
,4
,1
,1
,1
,3
,3
,3
,3
,3
,4
,2
,5
,2
,2
,4
,7
,1
,5
,11
,3
,3
,1
,1
,1
,5
,4
,5
,3
,1
,1
,3
,11
,1
,4
,3
,3
,4
,1
,21
,2
,4
,6
,6
,6
,8
,4
,1
,3
,1
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,1
,1
,1
,5
,3
,4
,4
,3
,3
,4
,4
,3
,1
,19
,5
,3
,4
,4
,5
,4
,11
,6
,4
,4
,3
,6
,2
,14
,1
,8
,4
,1
,1
,3
,3
,8
,5
,3
,3
,3
,3
,3
,3
,3
,3
,4
,3
,2
,2
,2
,2
,2
,5
,2
,2
,2
,1
,1
,6
,7
,6
,4
,13
,4
,4
,2
,5
,5
,1
,3
,1
,3
,8
,3
,1
,4
,3
,3
,3
,11
,11
,4
,4
,4
,10
,3
,4
,3
,4
,6
,4
,2
,5
,5
,7
,3
,2
,4
,4
,9
,2
,2
,4
,3
,3
,3
,5
,1
,3
,3
,4
,2
,6
,5
,5
,1
,3
,4
,3
,4
,3
,7
,1
,1
,5
,5
,1
,1
,1
,2
,4
,3
,4
,4
,4
,4
,4
,3
,6
,5
,4
,4
,4
,2
,3
,4
,4
,5
,4
,3
,4
,3
,3
,3
,7
,1
,1
,12
,6
,3
,4
,5
,8
,3
,7
,5
,4
,4
,3
,4
,2
,4
,14
,1
,3
,1
,4
,3
,3
,2
,4
,3
,2
,1
,3
,4
,2
,4
,1
,7
,4
,6
,4
,3
,5
,3
,8
,4
,7
,3
,15
,1
,10
,3
,4
,6
,3
,4
,3
,3
,9
,8
,4
,8
,4
,6
,4
,5
,3
,3
,3
,3
,3
,3
,3
,3
,3
,5
,3
,3
,4
,3
,7
,10
,11
,4
,3
,3
,3
,3
,3
,3
,3
,6
,2
,1
,1
,1
,2
,5
,2
,1
,3
,3
,4
,3
,4
,1
,1
,11
,4
,1
,1
,5
,12
,15
,1
,6
,5
,8
,4
,4
,5
,2
,17
,1
,4
,15
,3
,1
,5
,3
,3
,4
,4
,1
,15
,2
,7
,2
,3
,3
,3
,1
,1
,4
,3
,4
,3
,3
,3
,3
,4
,5
,3
,3
,3
,3
,2
,8
,28
,3
,7
,1
,3
,3
,11
,3
,3
,1
,4
,4
,3
,18
,7
,4
,6
,1
,2
,3
,1
,1
,3
,4
,1
,1
,4
,4
,4
,5
,5
,3
,1
,1
,3
,4
,3
,4
,3
,3
,1
,6
,4
,3
,2
,5
,1
,1
,13
,1
,1
,1
,1
,1
,1
,4
,1
,2
,1
,4
,13
,1
,1
,3
,5
,3
,2
,3
,1
,3
,2
,3
,6
,1
,3
,1
,3
,2
,4
,3
,4
,3
,9
,4
,57
,1
,4
,6
,1
,1
,11
,1
,1
,4
,2
,3
,2
,4
,5
,1
,1
,1
,1
,3
,4
,1
,5
,3
,4
,3
,3
,1
,5
,2
,2
,1
,3
,3
,1
,1
,2
,4
,1
,3
,8
,3
,1
,3
,9
,3
,4
,4
,3
,1
,3
,31
,1
,2
,3
,1
,2
,1
,6
,1
,1
,2
,4
,4
,4
,8
,5
,1
,3
,1
,3
,3
,1
Dinner,4
,3
,2
,3
,4
,3
,3
,1
,4
,3
,4
,3
,3
,3
,3
,1
,4
,3
,3
,1
,1
,4
,3
,3
,4
,3
,3
,6
,2
,2
,1
,5
,1
,1
,4
,2
,2
,2
,2
,3
,1
,4
,7
,1
,5
,5
,4
,5
,3
,3
,2
,4
,7
,12
,4
,16
,3
,3
,2
,5
,12
,4
,7
,7
,2
,3
,1
,1
,3
,12
,6
,4
,4
,4
,4
,6
,4
,6
,4
,6
,4
,4
,6
,4
,6
,4
,6
,4
,1
,1
,1
,1
,3
,3
,3
,3
,3
,3
,3
,3
,4
,3
,4
,3
,6
,2
,6
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,4
,4
,5
,2
,1
,1
,4
,5
,1
,3
,1
,3
,1
,4
,7
,3
,4
,1
,1
,1
,3
,1
,2
,1
,7
,2
,7
,1
,1
,3
,4
,2
,6
,4
,2
,4
,3
,3
,4
,1
,1
,4
,5
,4
,1
,4
,1
,1
,1
,2
,6
,1
,6
,7
,5
,4
,4
,1
,1
,1
,2
,2
,3
,2
,2
,1
,4
,9
,5
,4
,4
,11
,3
,4
,5
,5
,3
,2
,2
,1
,1
,1
,3
,3
,3
,3
,8
,4
,3
,12
,3
,5
,5
,3
,3
,6
,4
,3
,3
,4
,1
,2
,4
,4
,3
,6
,2
,3
,4
,3
,1
,4
,5
,4
,6
,13
,3
,4
,4
,3
,1
,2
,1
,1
,1
,1
,4
,5
,1
,1
,4
,1
,1
,1
,4
,3
,4
,1
,3
,3
,3
,2
,1
,3
,1
,8
,5
,3
,3
,1
,11
,3
,3
,2
,2
,2
,2
,2
,2
,3
,3
,3
,2
,2
,1
,4
,4
,4
,3
,2
,4
,3
,4
,4
,4
,4
,4
,5
,3
,3
,3
,3
,5
,1
,10
,1
,5
,4
,5
,5
,1
,5
,5
,4
,3
,3
,3
,12
,8
,3
,3
,3
,3
,3
,1
,4
,2
,3
,4
,1
,3
,3
,3
,1
,4
,2
,5
,1
,2
,7
,2
,3
,3
,11
,7
,8
,4
,5
,1
,2
,2
,6
,8
,1
,10
,2
,2
,2
,3
,1
,3
,1
,3
,1
,4
,3
,1
,3
,1
,2
,1
,3
,1
,2
,3
,4
,3
,3
,1
,1
,3
,3
,3
,3
,3
,3
,4
,1
,2
,3
,3
,3
,3
,3
,11
,2
,2
,2
,4
,4
,4
,4
,4
,5
,1
,20
,8
,1
,4
,3
,4
,2
,6
,1
,1
,3
,3
,9
,1
,1
,6
,20
,3
,3
,3
,3
,3
,3
,3
,4
,9
,1
,3
,2
,1
,3
,1
,3
,2
,25
,6
,4
,4
,4
,4
,3
,1
,3
,3
,4
,2
,5
,5
,1
,3
,4
,3
,3
,2
,6
,1
,5
,8
,4
,1
,3
,1
,1
,1
,4
,7
,3
,17
,1
,4
,3
,4
,2
,2
,4
,5
,3
,2
,6
,11
,4
,6
,5
,4
,1
,4
,16
,3
,9
,9
,1
,10
,1
,3
,10
,6
,1
,3
,3
,3
,3
,3
,3
,3
,6
,3
,3
,4
,6
,7
,4
,3
,1
,3
,2
,15
,2
,5
,1
,3
,4
,1
,1
,1
,2
,1
,4
,3
,7
,4
,2
,4
,1
,1
,3
,5
,7
,5
,4
,8
,1
,16
,3
,3
,3
,3
,3
,6
,6
,3
,3
,3
,1
,2
,3
,4
,1
,1
,3
,17
,4
,4
,1
,4
,4
,4
,4
,5
,5
,3
,6
,16
,2
,3
,3
,3
,4
,1
,7
,2
,3
,1
,3
,4
,3
,9
,4
,2
,3
,5
,3
,4
,2
,8
,3
,6
,3
,8
,6
,3
,4
,3
,3
,4
,3
,1
,1
,1
,1
,1
,3
,1
,1
,1
,1
,4
,3
,4
,4
,2
,3
,3
,4
,4
,3
,3
,4
,3
,4
,3
,3
,4
,3
,4
,3
,3
,3
,4
,3
,4
,6
,4
,3
,7
,4
,6
,3
,5
,4
,3
,4
,4
,4
,4
,2
,2
,3
,1
,1
,3
,3
,3
,3
,4
,18
,3
,3
,3
,3
,4
,2
,3
,3
,2
,4
,2
,1
,4
,3
,3
,4
,5
,4
,4
,4
,3
,3
,3
,3
,3
,4
,1
,4
,5
,3
,3
,1
,4
,4
,4
,4
,4
,4
,4
,3
,4
,3
,3
,4
,4
,3
,2
,3
,2
,4
,4
,2
,5
,29
,6
,4
,4
,1
,2
,5
,3
,19
,2
,2
,2
,2
,1
,3
,4
,10
,6
,5
,19
,22
,1
,7
,3
,4
,3
,3
,1
,1
,1
,1
,1
,1
,4
,3
,3
,4
,5
,3
,5
,4
,3
,3
,3
,6
,4
,4
,4
,4
,4
,4
,1
,4
,4
,3
,4
,2
,2
,4
,3
,4
,3
,4
,4
,4
,2
,3
,3
,4
,1
,1
,5
,3
,4
,3
,7
,1
,1
,3
,5
,5
,6
,5
,4
,5
,7
,3
,4
,4
,1
,1
,6
,1
,3
,5
,3
,3
,2
,14
,5
,4
,4
,4
,1
,3
,3
,2
,5
,1
,16
,29
,1
,1
,1
,1
,4
,3
,12
,3
,5
,7
,1
,1
,3
,4
,5
,8
,4
,9
,4
,16
,4
,3
,1
,3
,8
,3
,4
,5
,1
,5
,2
,1
,12
,4
,5
,5
,3
,5
,8
,3
,3
,32
,1
,2
,2
,1
,6
,4
,5
,4
,1
,10
,3
,3
,3
,3
,10
,4
,4
,5
,4
,5
,4
,2
,4
,2
,2
,2
,2
,4
,5
,4
,5
,4
,2
,4
,4
,3
,3
,3
,6
,4
,6
,3
,9
,6
,8
,3
,3
,3
,3
,3
,3
,3
,3
,4
,4
,1
,14
,6
,1
,4
,4
,2
,4
,1
,5
,1
,1
,4
,4
,3
,4
,6
,9
,3
,4
,4
,5
,4
,5
,4
,1
,3
,4
,4
,1
,6
,8
,2
,1
,7
,3
,4
,4
,2
,1
,1
,4
,6
,1
,1
,3
,1
,3
,3
,3
,3
,3
,3
,2
,4
,3
,1
,1
,3
,2
,5
,3
,3
,4
,6
,4
,8
,8
,2
,4
,8
,3
,1
,16
,4
,6
,2
,3
,4
,9
,2
,3
,4
,3
,3
,3
Airlines Terminal Dinner,9
,5
,4
,3
,7
,4
,4
,1
,1
,1
,1
,1
,1
,5
,4
,7
,4
,6
,9
,1
,7
,2
,5
,4
,3
,2
,3
,3
,4
,3
,1
,3
,1
,3
,4
,5
,3
,1
,3
,5
,1
,2
,9
,3
,4
,3
,4
,5
,3
,5
,1
,1
,9
,2
Luncheonette,3
,12
,4
,1
,3
,2
,5
,4
,4
,16
,2
,3
,2
,4
,1
,1
,1
,6
,6
,2
,2
,3
,5
,4
,4
,1
,2
,2
,1
,1
,3
,1
,4
,3
,3
,4
,17
,4
,4
,4
,4
,4
,4
,4
,4
,1
,1
,3
,7
,7
,4
,4
,4
,2
,6
,3
,3
,3
,1
,1
,1
,1
,1
,1
,9
,5
,8
,8
,6
,4
,4
,5
,5
,3
,4
,11
,4
,1
,1
,3
,7
,3
,4
,3
,50
,2
,5
,3
,3
,3
,2
,2
,2
,2
,5
,3
,4
,5
,4
,3
,1
,2
,4
,3
,9
,4
,3
,3
,3
,3
,2
,1
,4
,4
,3
,3
,2
,2
,2
,2
,2
,2
,2
,2
,2
,1
,1
,1
,3
,3
,3
,3
,3
,4
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,4
,2
,4
,2
,3
,3
,3
,3
,4
,3
,3
,6
,4
,6
,5
,4
,4
,3
,3
,3
,3
,3
,3
,3
,5
,3
,3
,25
,2
,4
,4
,3
,2
,3
,4
,10
,3
,32
,4
,3
,3
,2
,3
,3
,5
,1
,1
,3
,2
,1
,16
,2
,3
,4
,2
,2
,1
,1
,1
,1
,4
,1
,1
,3
,1
,1
,1
,1
,1
,1
,1
,2
,2
,3
,2
,3
,15
,4
,14
,4
,4
,3
,3
,2
,2
,5
,4
,2
,6
,2
,4
,4
,5
,3
,3
,3
,4
,4
,3
,3
,7
,1
,4
,3
,5
,4
,3
,2
,5
,1
,4
,4
,4
,4
,4
,4
,1
,1
,1
,1
,4
,4
,1
,3
,4
,3
,1
,4
,2
,2
,2
,2
,2
,2
,5
,4
,4
,5
,3
,1
,3
,3
,1
,5
,4
,7
,5
,4
,3
,4
,3
,8
,3
,3
,4
,3
,3
,1
,1
,1
,1
,1
,1
,1
,3
,3
,3
,3
,1
,2
,1
,4
,3
,18
,3
,9
,4
,1
,5
,5
,6
,6
,3
,3
,3
,4
,3
,3
,4
,3
,3
,7
,1
,2
,8
,4
,6
,1
,9
,4
,5
,4
,4
,4
,3
,3
,5
,6
,4
,4
,12
,3
,1
,1
,5
,4
,7
,4
,6
,5
,3
,2
,5
,3
,9
,6
,17
,3
,1
,3
,8
,3
,5
,1
,3
,3
,7
,3
,3
,3
,3
,3
,2
,2
,3
,3
,4
,2
,4
,3
,7
,4
,3
,5
,1
,2
,24
,2
,14
,1
,2
,8
,1
,3
,1
,2
,2
,5
,25
,5
,4
,3
,2
,3
,3
,4
,1
,3
,2
,3
,2
,2
,2
,2
,2
,5
,13
,4
,3
,4
,3
,7
,1
,2
,1
,3
,2
,27
,2
,2
,2
,2
,2
,2
,3
,3
,4
,12
,1
,2
,2
,13
,9
,4
,4
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,1
,1
,1
,62
,1
,1
,1
,1
,1
,4
,1
,1
,8
,2
,2
,2
,2
,7
,1
,1
,1
,1
,1
,1
,1
,1
,1
,17
,1
,1
,1
,1
,1
,1
,3
,3
,1
,2
,2
,2
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,2
,2
,2
,2
,1
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,5
,4
,2
,8
,3
,9
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,4
,4
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,3
,1
,3
,1
,2
,3
,3
,2
,56
,2
,2
,2
,2
,2
,2
,2
,2
,1
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,1
,2
,2
,2
,2
,2
,2
,2
,2
,2
,1
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,3
,9
,3
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,5
,2
,4
,3
,2
,2
,2
,2
,2
,2
,2
,2
,2
,3
,5
,4
,1
,5
,2
,3
,2
,2
,2
,2
,2
,2
,1
,2
,1
,2
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,4
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,2
,2
,2
,2
,2
,2
,2
,2
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,4
,4
,4
,1
,1
,2
,2
,3
,3
,4
,1
,1
,1
,6
,3
,3
,5
,5
,1
,1
,4
,11
,4
,1
,3
,13
,6
,1
,2
,4
,8
,3
,5
,1
,5
,1
,3
,3
,3
,3
,3
,3
,3
,3
,2
,5
,4
,3
,2
,1
,3
,2
,3
,2
,4
,8
,2
,4
,4
,4
,4
,4
,4
,4
,4
,4
,6
,3
,3
,2
,2
,2
,2
,2
,17
,5
,1
,1
,6
,4
,4
,2
,4
,4
,6
,9
,4
,2
,3
,4
,8
,4
,3
,4
,11
,7
,1
,3
,7
,9
,14
,4
,1
,1
,2
,1
,1
,3
,3
,3
,4
,1
,1
,2
,2
,7
,5
,1
,2
,1
,5
,4
,4
,3
,3
,1
,1
,1
,9
,7
,22
,3
,6
,2
,4
,2
,6
,4
,3
,2
,2
,3
,5
,3
,6
,2
,2
,2
,2
,3
,3
,6
,4
,3
,5
,9
,2
,8
,4
,1
,4
,3
,4
,16
,1
,1
,5
,15
,3
,4
,4
,1
,5
,4
,6
,4
,1
,7
,1
,3
,3
,4
,4
,3
,2
,4
,4
,4
,3
,3
,3
,4
,6
,8
,4
,5
,4
,5
,3
,6
,3
,5
,6
,3
,3
,3
,1
,3
,2
,1
,2
,8
,4
,4
,7
,4
,4
,7
,17
,1
,4
,17
,7
,5
,1
,4
,4
,4
,2
,3
,6
,11
,4
,12
,4
,4
,3
,9
,13
,5
,2
,1
,7
,4
,4
,5
,7
,4
,4
,7
,4
,4
,5
,6
,2
,1
,4
,4
,9
,7
,4
,9
,5
,6
,5
,5
,5
,6
,4
,8
,4
,3
,4
,8
,7
,3
,4
,3
,10
,4
,4
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,5
,1
,1
,5
,1
,1
,1
,2
,2
,5
,10
,8
,6
,4
,2
,5
,2
,1
,3
,4
,4
,27
,2
,3
,4
,2
,2
,2
,1
,4
,5
,3
,5
,5
,1
,3
,4
,2
,4
,6
,6
,9
,5
,5
,1
,3
,5
,3
,7
,4
,5
,2
,4
,3
,6
,8
,7
,5
,1
,5
,9
,2
,4
,9
,5
,5
,5
,5
,1
,4
,4
,4
,1
,4
,1
,4
,2
,2
,2
,2
,2
,7
,4
,16
,2
,1
,3
,1
,2
,7
,8
,4
,4
,2
,2
,1
,5
,7
,1
,4
,8
,2
,2
,1
,2
,8
,5
,4
,1
,4
,4
,1
,5
,1
,3
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,3
,14
,6
,1
,1
,1
,5
,1
,1
,1
,5
,1
,1
,1
,2
,1
,1
,1
,3
,1
,2
,2
,1
,1
,2
,2
,2
,2
,1
,1
,1
,3
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,3
,2
,2
,4
,5
,2
,2
,7
,4
,2
,7
,3
,2
,8
,3
,5
,1
,4
,2
,1
,1
,1
,2
,4
,4
,5
,4
,6
,7
,3
,1
,2
,4
,4
,6
,5
,12
,1
,4
,2
,3
,1
,3
,1
,6
,3
,1
,3
,5
,5
,3
,9
,3
,10
,1
,2
,2
,2
,2
,2
,2
,2
,1
,1
,1
,2
,2
,2
,2
,5
,4
,7
,1
,4
,5
,8
,1
,2
,3
,3
,2
,3
,4
,6
,8
,2
,2
,4
,21
,19
,19
,4
,6
,4
,2
,4
,1
,1
,3
,1
,2
,1
,4
,2
,1
,2
,2
,4
,3
,3
,5
,1
,2
,2
,2
,1
,4
,8
,5
,7
,4
,2
,3
,2
,2
,12
,4
,5
,2
,2
,3
,2
,1
,3
,2
,5
,7
,6
,8
,8
,8
,4
,3
,2
,6
,13
,4
,5
,13
,20
,2
,12
,2
,3
,3
,4
,4
,1
,2
,2
,2
,2
,5
,1
,5
,3
,7
,6
,4
,10
,2
,3
,3
,1
,4
,3
,10
,1
,4
,3
,2
,2
,1
,2
,2
,1
,2
,1
,3
,2
,3
,1
,5
,7
,3
,3
,3
,2
,4
,2
,3
,1
,2
,12
,7
,3
,3
,4
,3
,3
,4
,3
,3
,3
,3
,9
,3
,1
,1
,3
,4
,3
,1
,1
,1
,1
,1
,1
,4
,1
,3
,3
,1
,1
,2
,1
,3
,4
,4
,3
,3
,1
,4
,4
,1
,1
,2
,4
,4
,3
,2
,3
,4
,2
,4
,4
,2
,4
,3
,3
,3
,2
,8
,4
,3
,3
,3
,3
,4
,3
,6
,1
,3
,3
,3
,2
,4
,1
,1
,1
,5
,2
,2
,8
,4
,1
,9
,4
,3
,4
,3
,3
,4
,3
,2
,1
,1
,1
,1
,3
,12
,2
,4
,3
,6
,4
,2
,3
,3
,2
,2
,2
,2
,2
,2
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,4
,2
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,1
,1
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,5
,7
,3
,1
,6
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,3
,3
,4
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,7
,4
,3
,4
,2
,3
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,1
,1
,1
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,3
,1
,1
,1
,1
,1
,1
,1
,1
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,4
,4
,4
,4
,4
,4
,4
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,3
,2
,4
,3
,3
,3
,3
,3
,3
,3
,3
,3
,1
,1
,4
,2
,2
,2
