event,page_count
BREAKFAST,2
DINNER,4
BREAKFAST,2
LUNCHEON,2
DINNER,4
BREAKFAST,2
DINNER,2
DINNER,2
BREAKFAST,2
LUNCHEON,2
DINNER,2
BREAKFAST,2
DINNER,2
BREAKFAST,2
LUNCHEON - SECOND CABIN,2
DINNER - SECOND CABIN,2
DINNER,2
LUNCHEON,2
BREAKFAST,2
BREAKFAST,2
LUNCHEON,2
LUNCHEON - SECOND CABIN,2
DINNER - SECOND CABIN,2
DINNER - SECOND CABIN,2
DINNER,4
BREAKFAST,4
LUNCH,2
DINNER,2
DINNER,4
BREAKFAST,2
LUNCH,2
BREAKFAST,2
FRUHSTUCK,2
FRUHSTUCK,2
LUNCH,2
MITTAGESSEN - DINNER,2
BREAKFAST,4
LUNCH,2
LUNCH,2
DINNER,4
BREAKFAST,4
LUNCH,2
LUNCH,2
DINNER,4
FRUHSTUCK-LUNCH,2
DINNER,2
MIDDAY DINNER,2
BREAKFAST,2
LUNCH,2
LUNCH,2
DINNER,2
BREAKFAST,2
LUNCH,2
BREAKFAST,4
DINNER,4
LUNCH,2
LUNCH,2
LUNCH,2
DINNER,2
LUNCH,2
DINNER,4
LUNCH,2
DINNER,4
LUNCH,2
LUNCHEON,2
BREAKFAST,2
LUNCH,2
DINNER,4
DINNER,4
LUNCH,2
DINNER,4
DINNER,4
DINNER,4
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
DINNER,2
DINNER,2
DINNER,2
LUNCH,2
BREAKFAST,2
BREAKFAST,2
DINNER,4
BREAKFAST,2
LUNCH,2
DINNER,4
LUNCHEON,2
BREAKFAST,2
LUNCHEON,2
DINNER,2
BREAKFAST,2
LUNCH,2
LUNCHEON,2
BREAKFAST,2
TIFFIN,2
DINNER,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
TIFFIN,2
DINNER,2
DINNER,2
BREAKFAST,2
TIFFIN,2
DINNER,2
BREAKFAST,2
TIFFIN,2
DINNER,2
TIFFIN,2
LUNCHEON,2
BREAKFAST,2
LUNCH,2
DINNER,4
(?LUNCH?),2
DINNER,4
SUPPER,2
LUNCHEON - SECOND CABIN,2
LUNCHEON,2
BREAKFAST,2
LUNCHEON,2
DINNER,2
BREAKFAST,2
DINNER,2
DINNER,2
LUNCHEON,2
BREAKFAST,2
LUNCHEON,2
SUPPER,2
LUNCH,2
BREAKFAST,2
LUNCH,2
LUNCH,2
SUPPER,2
DINNER,4
LUNCH,2
LUNCH,2
BREAKFAST,2
DINNER,2
BREAKFAST,1
LUNCH,2
DINNER,2
DINNER,2
BREAKFAST,2
LUNCHEON,2
BREAKFAST,2
DINNER - SECOND CABIN,2
LUNCHEON,2
DINNER,2
DINNER,2
DINNER,2
DINNER,4
SUPPER,2
BREAKFAST,2
LUNCH,4
LUNCH,4
DINNER,4
DINNER,2
SUPPER,2
MITTAGESSEN,4
TOUR TO BUFFALO-LUNCHEON,2
BREAKFAST,2
EVENING MEAL,2
LUNCHEON,2
LUNCHEON,2
DINNER,2
MIDDAY DINNER,2
MIDDAY DINNER,2
LUNCH,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,22
DINNER,4
BREAKFAST,2
DINNER,2
BREAKFAST,2
LUNCH,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
TIFFIN,2
BREAKFAST,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
BREAKFAST,2
LUNCHEON,2
LUNCHEON,2
LUNCHEON,2
DINNER,2
BREAKFAST,2
DINNER,2
BREAKFAST,2
LUNCHEON,2
DINNER,2
DINNER,2
LUNCHEON,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
LUNCHEON,2
DINNER,4
BREAKFAST,2
LUNCHEON,2
DINNER,2
LUNCHEON,2
BREAKFAST,2
DINNER,2
LUNCHEON,2
DINNER,2
LUNCHEON,2
LUNCHEON,2
DINNER,2
DINNER,2
DINNER,2
BREAKFAST,2
BREAKFAST,2
LUNCHEON,2
LUNCHEON,2
SUPPER,2
BREAKFAST,2
LUNCH,2
BREAKFAST [ON FUNERAL TRAIN OF PRESIDENT McKINLEY?],2
LUNCHEON [ON FUNERAL TRAIN OF PRESIDENT McKINLEY?],2
DINNER [ON FUNERAL TRAIN OF PRESIDENT McKINLEY?],2
BREAKFAST [ON FUNERAL TRAIN OF PRESIDENT McKINLEY?],2
LUNCHEON [ON FUNERAL TRAIN OF PRESIDENT McKINLEY?],2
LUNCH,2
DINNER,2
BREAKFAST,2
BREAKFAST,2
LUNCH,2
LUNCH,2
MIDDAY MEAL,2
DINNER,4
LUNCHEON,2
BREAKFAST,2
MIDDAY MEAL,2
LUNCH,2
LUNCH,2
DINNER,4
BREAKFAST,2
LUNCH,2
LUNCH SECOND CABIN,2
DINNER SECOND CABIN,2
DINNER,2
BREAKFAST,2
LUNCH,2
LUNCH,2
LUNCH,2
FRUHSTUCK,2
LUNCH,2
LUNCH,2
FRUHSTUCK,2
LUNCH,2
MITTAGESSEN - DINNER,4
FRUHSTUCK,2
LUNCH,2
MITTAGESSEN,2
MITTAGESSEN,2
DINNER,4
LUNCHEON,2
DINNER,2
BREAKFAST,2
LUNCH,2
DINNER,4
BREAKFAST,2
BREAKFAST,2
LUNCH,2
BREAKFAST,2
LUNCH,2
DINNER,4
BREAKFAST,2
LUNCH,2
DINNER,4
BREAKFAST,2
LUNCH,2
DINNER,4
BREAKFAST,2
LUNCH,2
LUNCHEON,2
LUNCHEON,2
TIFFIN,2
LUNCH,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
LUNCH,2
DINNER,4
LUNCH,2
DINNER,4
TIFFIN,2
DINNER,2
DINNER,2
BREAKFAST,2
TIFFIN,2
TIFFIN,2
BREAKFAST,2
DINNER,2
TIFFIN,2
BREAKFAST,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
DINNER,2
DINNER,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
TIFFIN,2
BREAKFAST,2
DINNER,2
DINNER,2
LUNCH,2
BREAKFAST,2
DINNER,4
DINNER,2
BREAKFAST,4
FRUHSTUCK-LUNCH,2
FRUHSTUCK-LUNCH,2
DINNER,4
[?DINNER? - LUNCH?],2
FRUHSTUCK-LUNCH,2
DINNER,2
DINNER,2
LUNCH SECOND CABIN,2
BREAKFAST,2
LUNCH,2
LUNCH,2
LUNCH SECOND CABIN,2
DINNER,2
LUNCH,2
DINNER,2
LUNCH,2
BREAKFAST,2
BREAKFAST,2
LUNCH,2
LUNCH SECOND CABIN,2
DINNER SECOND CABIN,2
DINNER,2
LUNCH,2
BREAKFAST,2
DINNER,2
LUNCH,2
LUNCH,2
DINNER,4
BREAKFAST,2
LUNCH,2
LUNCH,2
LUNCH,2
LUNCH,2
BREAKFAST,4
DINNER,4
DINNER,2
BREAKFAST,4
LUNCH,2
TOUR TO BUFFALO-LUNCHEON,2
MENU,4
BREAKFAST,2
BREAKFAST,2
LUNCH,2
DINNER,2
BREAKFAST,2
DINNER,2
LUNCHEON,2
LUNCH OR EARLY DINNER,2
BREAKFAST,2
LUNCH,2
DINNER,4
BREAKFAST,2
[DINNER],2
DINNER,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
DINNER,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
LUNCHEON,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
DINNER,2
BREAKFAST,2
TIFFIN,2
DINNER,2
BREAKFAST,2
TIFFIN,2
DINNER,2
DINNER,2
DINNER,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
LUNCHEON,2
BREAKFAST,2
DINNER,2
DINNER,2
BREAKFAST,2
DINNER,2
LUNCH,2
LUNCH,2
BREAKFAST,2
BREAKFAST,4
LUNCH,2
BREAKFAST,2
LUNCH,2
BREAKFAST,2
LUNCHEON,2
DINNER,4
LUNCHEON,2
DINNER,4
BREAKFAST,2
DINNER,4
DINNER,2
DINNER,4
LUNCHEON,2
DINNER,2
MITTAGESEN,4
FRUHSTUCK/BREAKFAST,2
MITTAGESSEN,2
LUNCH,2
DINNER,4
BREAKFAST,4
LUNCH,2
DINNER,4
LUNCH,2
LUNCH,2
BREAKFAST,4
BREAKFAST,2
DINNER,2
MITAGESSEN,2
DINNER,4
BREAKFAST,2
LUNCH,2
DINNER,4
BREAKFAST,2
LUNCH,2
BREAKFAST,2
TIFFIN,2
DINNER,4
DINNER,4
BREAKFAST,2
LUNCH,2
DINNER,4
TIFFIN,2
LUNCH,2
TIFFIN,2
BREAKFAST,2
BREAKFAST,2
TIFFIN,2
DINNER,4
BREAKFAST,2
TIFFIN,2
DINNER,4
DINNER,4
LUNCHEON,2
BREAKFAST,2
DINNER,4
TIFFIN,2
TIFFIN,2
BREAKFAST,2
DINNER,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
DINNER,2
BREAKFAST,2
DINNER,2
LUNCH,2
LUNCH,2
DINNER,2
BREAKFAST,2
TIFFIN,2
DINNER,2
BREAKFAST,2
TIFFIN,2
DINNER,2
BREAKFAST,2
DINNER,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
DINNER,2
DINNER,2
LUNCHEON,2
DINNER,2
LUNCHEON,2
DINNER,2
LUNCHEON,2
DINNER,2
MIDDAY DINNER,2
DINNER,2
DINNER,4
BREAKFAST,4
LUNCH,2
DINNER,4
DINNER,2
LUNCH,2
LUNCH,2
DINNER,4
BREAKFAST,4
LUNCH,2
LUNCH,2
DINNER,2
BREAKFAST,2
LUNCHEON,2
DINNER,4
DINNER,4
BREAKFAST,4
LUNCH,2
DINNER,4
BREAKFAST,2
DINNER,2
DINNER,2
BREAKFAST,4
DINNER,2
MITTAGESSEN,4
MITTAGESSEN,2
SPEISE-KARTE,2
DINNER,2
FRUHSTUCK,2
SPEISE-KARTE,1
BREAKFAST,2
LUNCH,2
DINNER,4
BREAKFAST,2
LUNCH,2
DINNER,4
TIFFIN,2
BREAKFAST,2
LUNCH,2
DINNER,4
BREAKFAST,2
TIFFIN,2
DINNER,4
TIFFIN,2
BREAKFAST,2
LUNCH,2
BREAKFAST,2
BREAKFAST,2
TIFFIN,2
[DINNER],4
BREAKFAST,2
LUNCH,2
TIFFIN,2
DINNER,4
BREAKFAST,2
LUNCH,2
DINNER,4
BREAKFAST,2
DINNER,4
BREAKFAST,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
LUNCH,2
DINNER,4
DINNER,2
DINNER,2
BREAKFAST,2
DINNER,2
TIFFIN,2
DINNER,2
BREAKFAST,2
TIFFIN,2
TIFFIN,2
DINNER,2
TIFFIN,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
TIFFIN,2
DINNER,2
BREAKFAST,2
TIFFIN,2
DINNER,2
BREAKFAST,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
BREAKFAST,2
LUNCH,2
DINNER,4
LUNCH,2
BREAKFAST,2
MIDDAY DINNER,2
LUNCH,2
BREAKFAST,2
MIDDAY DINNER,4
MIDDAY DINNER,2
MIDDAY DINNER,2
MIDDAY DINNER,2
LUNCH,2
BREAKFAST,2
LUNCHEON,2
FRUHSTUCK,2
LUNCH,2
LUNCHEON,2
DINNER,2
LUNCH,2
BREAKFAST,2
DINNER,4
DINNER,2
BREAKFAST,2
SUPPER,2
SUPPER,2
BREAKFAST,2
BREAKFAST,2
LUNCHEON,2
DINNER,2
SUPPER,2
SUPPER,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
LUNCH,2
DINNER,4
SUPPER,2
LUNCH,2
LUNCH,2
BREAKFAST,2
LUNCHEON,2
BREAKFAST,2
LUNCH,2
DINNER,4
TIFFIN,2
DINNER,4
BREAKFAST,2
LUNCH,2
LUNCH,2
DINNER,2
DINNER,2
DINNER,2
LUNCH,2
DINNER,4
LUNCH,2
DINNER,4
TIFFIN,2
BREAKFAST,2
DINNER,2
DINNER,2
TIFFIN,2
BREAKFAST,2
BREAKFAST,2
TIFFIN,2
DINNER,2
TIFFIN,2
DINNER,2
TIFFIN,2
DINNER,2
TIFFIN,2
DINNER,2
DINNER,2
TIFFIN,2
TIFFIN,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
DINNER,2
TIFFIN,2
TIFFIN,2
TIFFIN,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
DINNER,2
TIFFIN,2
BREAKFAST,2
TIFFIN,2
DINNER,2
DINNER,2
BREAKFAST,2
TIFFIN,2
DINNER,2
DINNER,2
CHRISTMAS DINNER,2
CHRISTMAS DINNER,2
LUNCHEON,2
LUNCH,2
BREAKFAST,2
BREAKFAST,2
DINNER,2
DINNER,4
LUNCHEON,2
BREAKFAST,2
BREAKFAST,2
LUNCH,2
DINNER,2
LUNCH,2
LUNCH,2
DINNER,2
DINNER,2
BREAKFAST,2
LUNCHEON,2
DINNER,2
LUNCH,2
DINNER,4
DINNER,4
LUNCH,2
BREAKFAST,2
LUNCH,2
BREAKFAST,2
DINNER,4
BREAKFAST,2
BREAKFAST,2
SUPPER,2
SUPPER,2
SUPPER,2
LUNCH,2
BREAKFAST,2
BREAKFAST,2
DINNER,4
BREAKFAST,4
LUNCHEON,2
DINNER,2
BREAKFAST,2
SUPPER,2
SUPPER,2
DINNER,2
DINNER,4
LUNCH,2
LUNCH,2
DINNER,4
DINNER,4
BREAKFAST,2
LUNCH,2
DINNER,2
BREAKFAST,2
LUNCH,2
[DINNER],2
BREAKFAST,2
[DINNER],2
BREAKFAST,2
BREAKFAST,2
[DINNER],2
DINNER,4
DINNER,2
DINNER,2
DINNER,2
BREAKFAST,2
BREAKFAST,2
BREAKFAST,2
DINNER,2
BREAKFAST,2
TIFFIN,2
BREAKFAST,2
BREAKFAST,2
TIFFIN,2
TIFFIN,2
DINNER,2
DINNER,2
TIFFIN,2
DINNER,2
TIFFIN,2
DINNER,2
TIFFIN,2
DINNER,2
TIFFIN,2
DINNER,2
TIFFIN,2
DINNER,2
BREAKFAST,2
TIFFIN,2
DINNER,2
TIFFIN,2
DINNER,4
BREAKFAST,2
TIFFIN,2
DINNER,2
BREAKFAST,2
DINNER,2
BREAKFAST,2
LUNCHEON,2
DINNER,2
BREAKFAST,2
LUNCHEON,2
DINNER,2
BREAKFAST,2
LUNCHEON,2
LUNCHEON,2
DINNER,4
DAILY LUNCH;,2
ELEVENTH ANNUAL BANQUET,8
BALL,2
DINNER,2
ANNUAL MEETING,4
DAILY DINNER,4
CARTE DU JOUR-DEJEUNER,2
DEWEY DAY DINNER,4
NEW YEAR'S DAY SUPPER,2
DINNER,4
LUNCHEON,2
DINNER,4
DINNER,4
FRUHSTUCK-LUNCHEON,2
FIRST ANNUAL BANQUET,4
DINNER,2
SUNDAY DINNER,2
THANKSGIVING DAY BREAKFAST,2
DINNER,4
DINNER,4
DINER,3
LUNCH,2
ANNUAL DINNER,4
SUPPER,2
FRUHSTUCK A LA CARTE,2
DINNER,4
DINNER,2
DAILY MENU,2
DINNER,2
DINNER,3
FOURTEENTH BURNS ANNIVERSARY,8
DINNER,2
OPENING DINNER,4
DINNER OF THE FRUIT TRADE OF NEW YORK CITY,12
LUNCHEON,2
BREAKFAST,2
TWENTY-FIFTH ANNIVESAY O FOUNDING OF CLUB,2
,4
6TH ANNUAL BANQUET,4
DINNER,4
115NTH ANNUAL DINNER,8
DINNER,2
DINNER,4
DINNER,2
DINNER,4
DINNER,4
BILL OF FARE,2
SUPPER,2
THANKSGIVING DINNER,2
LUNCHEON,2
BANQUET IN HONOR OF S.E. IL PROF. LUIGI RAVA. MINISTER OF INSTRUCTION,2
DINNER,2
DINNER,5
LUNCH,2
BREAKFAST,4
DINNER,3
DINNER,2
DINNER,4
ANNUAL DINNER,12
DINNER,4
LUNCHEON FOR 120 GUEST,2
BREAKFAST,4
DINNER,4
DAILY MENU,2
DINNER TO THE STICK TOGETHER CLUB,8
BREAKFAST - TOUR OF THE PRES. TO CHICAGO & THE NORTHWEST,2
LUNCH,2
TWELFTH ANNUAL BANQUET,10
BREAKFAST,2
DINNER,4
BREAKFAST,2
DINNER,4
FRUHSTUCK-LUNCHEON,2
DINNER IN HONOR O GENERAL NELSON A. MILES,2
DINNER,2
LUNCH,2
DINNER,2
,4
SECOND ANNUAL BANQUET,8
DINNER,4
LUNCHEON - TOUR OF THE PRES. TO CHICAGO & THE NORTHWEST,2
LUNCH,2
DINNER,2
LUNCHEON,2
DINNER,2
FIRST BANQUET,4
LUNCHEON TO STATE HOTEL ASSOCIATION OF PENNSYLVANIA,2
DINNER FOR BARTOLOMEO BERTINI AND MARGHERITA ANDREINI BERTINI,4
DINNER,4
LADIES NIGHT,7
DINNER,2
SPEISENFOLGE,4
BANQUET IN CELEBRATION OF WASHINGTON'S FIRST INAUGURATION,2
LUNCH,2
DINNER,2
[DINNER],2
DAILY BILL OF FARE,4
MITTAGESSEN,4
DINNER,2
DINNER,4
LUNCH,2
DINNER,4
NINTH ANNUAL BANQUEST AND MEETING,12
DEDICATION,24
DINNER,4
DINING CAR SERVICE (DINNER?),4
DINNER,4
BREAKFAST,2
DINNER,4
DINNER TO KAISER WILHELM AND KAISERIN AUGUSTE VICTORIA OF GERMANY,2
SIXTH ANNUAL BANQUET,3
25TH ANNIVERSARY,4
BREAKFAST,2
DAILY MENU,2
LUNCHEON,2
DAILY MENU,2
DINNER TO GOV. DAVID B. HILL,4
DINNER,2
SUPPER,2
DINNER,2
DINNER,2
DINNER,4
DINNER,2
ANNIVERSARY [DINNER],3
37TH ANNUAL DINNER,2
LUNCH,2
LUNCH,2
DINNER,8
DINNER,2
DINNER,4
DINNER,2
DAILY MENU,2
CARTE DU JOUR-DEJEUNER,2
CORONATION DINNER,4
INAUGURATION DAY,4
DINNER,4
DINNER,2
DINNER IN HONOR OF HAKAN JOHANSEN,4
BANQUET,4
BREAKFAST,2
TWELFTH ANNUAL REUNION,16
DINNER,2
LUNCHEON,2
DINNER,2
DINNER,4
BREAKFAST,6
BREAKFAST,2
DINNER,4
DINNER GIVEN TO COMMODORE HARRY B. GILPIN,8
LUNCH,2
DAILY MENU,2
DINNER,4
LUNCH,2
DINNER,2
LUNCHEON,2
DAILY BILL OF FARE,2
DINNER TO [GEORGE C. CLARK],2
DINNER,2
LUNCHEON,2
BREAKFAST,2
LUNCH,2
DINNER,2
BREAKFAST,2
BREAKFAST,2
DINNER [TRIP OF PRESIDENT MC KINLEY TO PATERSON FOR FUNERAL OF VICE PRESIDENT HOBART],2
PAAS FESTIVAL,2
[DINNER],2
LUNCH,2
SECOND ANNIVERSARY DINNER,2
DINNER,2
DAILY DINNER,2
TIFFIN,2
DINNER,2
ANNUAL DINNER,12
DAILY BREAKFAST,2
BREAKFAST,4
SIXTEENTH ANNUAL DINNER,4
COMPLIMENTARY LUNCHEON,4
DINNER,8
DINNER,4
FRUHSTUCK-LUNCHEON,2
LUNCHEON,2
116TH ANNIVERSARY,12
DINNER IN HONOR OF S.S. PACKARD'S 70TH BITHDAY,6
BIRTHDAY DINNER TO MR. ALL. MERITT,2
DINNER IN HONOR OF DON RAMON PINA Y MILLET,10
SUPPER,2
4TH ANNUAL DINNER,2
112TH ANNIVERSARY,3
DINNER TO ABOVE,2
BREAKFAST,4
DINER,2
DINNER,2
DINNER,2
LUNCHEON,2
DINNER,2
LUNCH,2
LUNCH,2
TESTIMONIAL BANQUET TO HON. CHARLES WELDE,16
SAINT NICHOLAS DAY,2
LUNCH,2
DINNER MENU,2
DINNER,4
DINNER,3
SEVENTH ANNUAL DINNER,12
BREAKFAST,4
TO THE CAPTAIN & OFFICERS OF H.N.M.SS VAN SPEIJK,4
DINNER,2
A LA CARTE MENU,4
LUNCHEON,2
LUNCH,2
DINNER,2
DINNER,3
FORTY-THIRD ANNIVERSARY,4
THANKSGIVING DAY MENU & PROGRAM,4
DINNER;,2
LUNCH,2
12TH ANNUAL DINNER,16
4TH ANNUAL DINNER,4
DINNER,2
DINNER,4
DINNER,2
THE DE LESSEPS DINNER,2
DINNER,4
BREAKFAST,2
128TH ANNIVERSARY DINNER,2
31ST ANNIVERSARY,4
BILL OF FARE,4
SUNDAY MENU,4
LUNCH.,2
TOUR TO BUFFALO-LUNCHEON,2
TENTH BURNS ANNIVESARY,8
BREAKFAST,2
LUNCHEON,2
LUNCH,2
LUNCH,2
DINNER MENU,2
DINNER IN HONOR OF MR. FRANK POLLOCK,2
LUNCHEON,2
OPENING BANQUET,2
LINCOLN'S BIRTHDAY DINNER,8
DINNER,3
DINNER,4
BANQUET IN COMMEMORATION OF THE 200TH ANNIVERSARY OF THE BIRTH OF DR. BENJAMIN FRANKLIN,12
LUNCH,2
DINNER,2
,2
,12
DINNER,2
LUNCHEON,2
17TH ANNUAL REUNION AND DINNER,4
BALL,1
LUNCH,2
LUNCHEON,4
DAILY DINNER MENU,4
DINNER,2
ANNUAL DINNER,4
BANQUET IN HONOR OF KAISER WILHELM II,4
BILL OF FARE,4
BANQUET,4
FIRST ANNUAL BANQUET,4
ANNIVERSARY DINNER,3
BANQUET IN HONOR OF FERDINAND W. PECK,12
DAILY MENU,2
BREAKFAST,2
BREAKFAST,2
BANCHETTO,2
DINNER,2
BREAKFAST,2
,4
74TH BITHDAY OF U.S. GRANT,20
15NTH BURNS ANNIVERSARY,8
ANNUAL DINNER,2
LUNCHEON,2
QUEEN VICTORIA'S BIRTHDAY,2
DINNER,4
DAILY BILL OF FARE;,4
DINNER,1
DEJEUNER,2
TABLE D'HOTE LUNCH,2
DAILY BILL OF FARE,2
BOARD OF DIRECTORS DINNER,8
DINNER,16
LUNCHEON,2
LUNCH,2
DINNER,2
REUNION - CLASS OF 1897,12
ANNUAL DINNER,4
BREAKFAST AND SUPPER,4
DINNER TO REPUBLICAN SPEAKERS,8
DINNER TO THE PRESIDENT OF THE US & THE INLAND WATERWAYS COMMISSION,12
DINNER,2
LUNCHEON,2
DINNER,2
DAILY MENU,2
DINNER,4
DINNER,2
BILL OF FARE,2
ONE HUNDRED AND THIRD REGULAR MEETING,8
BREAKFAST,3
BREAKFAST,2
DINNER,4
DINNER,4
LUNCH AND DINNER,2
DINNER,2
DINNER,4
EIGHTH ANNUAL DINNER,4
BREAKFAST,2
DINNER,4
TESTIMONIAL & RECEPTION IN HONOR OF 25TH ANNIVERSARY OF GEORGE F. LYON IN JOURNALISM,18
MENU,2
INFORMAL DINNER,2
DAILY SPECIALS,2
DINNER,2
PROBE-BANKETT,2
REUNION,33
BREAKFAST,2
FORTIETH ANNIVERSARY AND BANQUET,4
DINNER TO THE FRANKLIN DINNER COMMITTEE,4
LUNCHEON,2
DINNER,4
DIRECTED BY SIGNOR CAIOLI LUIGI,4
DINNER,6
DINNER,4
DINNER,2
BREAKFAST MENU,4
THANKSGIVING DINNER,2
DINNER,4
MENU,2
?,2
BREAKFAST,2
LUNCH,2
LUNCHEON,2
LUNCHEON,2
LUNCHEON,2
BREAKFAST,2
DINNER,2
LUNCH,2
DINNER,2
DINNER,2
DINNER,4
LUNCH OR DINNER,2
DINNER MENU,4
DINNER,2
LUNCH,2
LUNCHEON,2
NINTH ANNUAL MEETING AND BANQUET,4
,4
,2
,4
,4
,4
LUNCH,2
DINNER,2
DINNER,4
DINNER TO GOV.MYRON T.HERRICK OF OHIO & GOV.B.B.BROOK OF WYOMING,2
DINNER,4
20TH ANNIVERSARY DINNER,4
LUNCH,2
FRUHSTUCK A LA CARTE,2
LUNCHEON MENU,2
DINNER,2
DINNER TO DR. A. CONAN DOYLE,3
DINNER,2
LUNCHEON,2
DINNER,2
DINNER,4
BREAKFAST;,4
BANQUET,2
LUNCH,2
FIRST ANNUAL BANQUET,4
DINNER,4
TESTIMONIAL TO M.E. FREDERICK E. BARNES PAST GRAND HIGH PRIEST,4
ANNUAL WASHINGTON'S BIRTHDAY DINNER,4
DINNER FROM 6 TO 8,1
DAILY MENU,2
LUNCHEON,2
DINNER- VAUDEVILLE,4
BON VOYAGE TO MR. JAMES POLLOCK,4
DINNER,2
SPEISENFOLGE,4
LUNCHEON,2
FOUNDER'S DINNER,2
DINNER,2
DINNER,2
LUNCHEON,2
DINNER,2
BREAKFAST,2
THANKSGIVING DAY DINNER,2
DINNER,4
ALL AMERICAN BANQUET IN HONOR OF EDWIN C. HALL,8
DINNER(?),4
13TH ANNUAL DINNER,8
DAILY MENU,2
DINNER,4
BANQUET,12
DINNER TO ROBERT T. LINCOLN,8
TABLE D'HOTE DINNER,2
DINNER,4
DINNER,2
2ND ANNUAL DINNER,4
DINNER,4
3RD ANNUAL BANQUET,2
LUNCH,2
ANNUAL DINNER,2
[DINNER],6
DINNER,4
DINNER,2
LUNCH,2
BREAKFAST,2
LUNCH,2
BREAKFAST,4
COMPLIMENTARY DINNER TO THE OFFICERS AND CADETS OF WEST POINT MILITARY ACADEMY,2
NINTH ANNUAL DINNER,2
WASHINGT0N'S BIRTHDAY,4
BREAKFAST,2
DINNER/DINER,2
BREAKFAST & DINNER MENU,4
FRUHSTUCK A LA CARTE,2
LUNCHEON,2
23RD ANNUAL DINNER,4
CARTE DU JOUR,2
PICNIC(?),2
DINNER,2
DINNER,2
ANNUAL BANQUET,2
LUNCH,2
LUNCH,2
CHRISTMAS DINNER,2
DINNER,2
LUNCH,2
DINNER,2
DINNER,2
DINNER,4
DINNER,2
BREAKFAST,2
THIRD ANNUAL BANQUET,4
DINNER,4
BREAKFAST,2
LUNCH,2
DINNER ON THE EVE OF THE WEDDING OF PRINCESS JOSEPHINE OF BELGIUM AND PRINCE CARL VON HOHENZOLLERN,2
DINNER,2
DINNER,2
DINNER,2
15TH ANNUAL DINNER,4
DINNER,4
LUNCH,2
LUNCHEON MENU,2
DINNER,3
DINNER,4
LUNCHEON,2
DINNER,2
140TH ANNIVERSARY,4
[DINNER],2
DINNER,4
DAILY DINNER,2
SUPPER,2
HAUPTMAHLZEIT-DINNER,4
LUNCH,2
BREAKFAST,2
DINNER,2
ANNUAL DINNER,6
BREAKFAST,2
LUNCH,2
BANQUET ON COMPLETION OF NORTHERN PACIFIC RAILROAD,2
SIXTH ANNUAL DINNER,4
LUNCHEON GIVEN ABOARD IN VERA-CRUZ HARBOR IN HONOR OF VISITING DELEGATES TO THE CONVENTION OF THE AMERICAN PUBLIC HEALTH ASSOCIATION IN MEXICO CITY,2
LUNCH,2
DINNER,4
LUNCH,2
DINNER IN HONOR OF THE VICE PRESIDENT OF THE UNITED STATES AND THE VISITING CONGRESSIONAL COMMITTEE,2
FOURTH ANNUAL BANQUET,16
LUNCHEON,2
CHRISTMAS DINNER,4
,2
DINNER,2
DINNER,2
DINNER,2
BREAKFAST,2
14NTH ANNUAL DINNER,4
LUNCH,4
DINNER;,4
2ND ANNUAL DINNER,4
DINNER,4
DINNER,2
DINNER,4
DAILY MENU,2
DINNER TO PRESIDENT THEODORE ROOSEVELT,2
ANNUAL DINNER,6
BREAKFAST,2
DINNER,2
DINNER,2
DINNER,2
LUMCH AND DINNER,4
FOURTH ANNUAL DINNER,4
A LA CARTE MENU,4
NO. IV OF FIVE SUBSCRIPTION COTILLIONS,2
BREAKFAST,2
DAILY MENU,2
DINNER FOR JOSEPH AUGUST?,2
DINNER,2
BREAKFAST,2
PRESENTATION OF SWORD TO CAPT.A.C. BRADEN,4
(LUNCH),2
LUNCHEON,2
DINNER,2
DINNER,2
BREAKFAST,2
BILL OF FARE,4
DINNER,2
SPECIAL DEWEY LUNCH,2
DINNER,4
DINNER FOR HON. ANTHONY HOWELLS,2
